2
6
0,5,t,5,n
0,4,t,5,n
0,1,t,6.4371257,n
0,3,t,7.8742514,n
0,0,t,9.311378,n
0,4,t,10.748504,n
0,4,t,10.748504,n
0,0,t,12.18563,n
0,6,t,13.622756,n
0,1,t,15.059882,n
0,4,t,16.497007,n
0,2,t,16.497007,n
0,0,t,17.934134,n
0,5,t,19.37126,n
0,0,t,20.808386,n
0,2,t,22.245512,n
0,0,t,22.245512,n
0,6,t,23.682638,n
0,6,t,25.119764,n
0,0,t,26.55689,n
0,1,t,27.994017,n
0,1,t,27.994017,n
0,6,t,29.431143,n
0,5,t,30.868269,n
0,1,t,32.305393,n
0,4,t,33.74252,n
0,1,t,33.74252,n
0,3,t,35.179646,n
0,6,t,36.61677,n
0,2,t,38.053898,n
0,0,t,39.491024,n
0,6,t,39.491024,n
0,0,t,40.92815,n
0,3,t,42.365276,n
0,3,t,43.802402,n
0,5,t,45.23953,n
0,4,t,45.23953,n
0,4,t,46.676655,n
0,3,t,48.11378,n
0,5,t,49.550907,n
0,2,t,50.988033,n
0,0,t,50.988033,n
0,3,t,52.42516,n
0,1,t,53.862286,n
0,5,t,55.29941,n
0,3,t,56.736538,n
0,4,t,56.736538,n
0,4,t,58.173664,n
0,5,t,59.61079,n
0,3,t,61.047916,n
0,6,t,62.485043,n
0,5,t,62.485043,n
0,5,t,63.92217,n
0,3,t,65.35929,n
0,1,t,66.79642,n
0,2,t,68.23354,n
0,6,t,68.23354,n
0,0,t,69.67067,n
0,0,t,71.107796,n
0,6,t,72.54492,n
0,6,t,73.98205,n
0,4,t,73.98205,n
0,2,t,75.419174,n
0,0,t,76.8563,n
0,1,t,78.29343,n
0,6,t,79.73055,n
0,4,t,79.73055,n
0,0,t,81.16768,n
0,4,t,82.604805,n
0,2,t,84.04193,n
0,0,t,85.47906,n
0,4,t,85.47906,n
0,2,t,86.91618,n
0,0,t,88.35331,n
0,3,t,89.790436,n
0,4,t,91.22756,n
0,5,t,91.22756,n
0,6,t,92.66469,n
0,5,t,94.101814,n
0,0,t,95.53894,n
0,1,t,96.97607,n
0,1,t,96.97607,n
0,2,t,98.41319,n
0,3,t,99.85032,n
0,2,t,101.287445,n
0,1,t,102.72457,n
0,5,t,102.72457,n
0,4,t,104.1617,n
0,3,t,105.59882,n
0,6,t,107.03595,n
0,3,t,108.473076,n
0,4,t,108.473076,n
0,4,t,109.9102,n
0,4,t,111.34733,n
0,4,t,112.784454,n
0,6,t,114.22158,n
0,6,t,114.22158,n
0,6,t,115.65871,n
0,6,t,117.09583,n
0,6,t,118.53296,n
0,2,t,119.970085,n
0,0,t,119.970085,n
0,1,t,121.40721,n
0,4,t,122.84434,n
0,0,t,124.28146,n
0,3,t,125.71859,n
0,1,t,125.71859,n
0,6,t,127.155716,n
0,0,t,128.59283,n
0,4,t,130.02995,n
0,2,t,131.46707,n
0,5,t,131.46707,n
0,2,t,132.90419,n
0,6,t,134.34131,n
0,2,t,135.77843,n
0,0,t,137.21555,n
0,6,t,137.21555,n
0,6,t,138.65266,n
0,4,t,140.08978,n
0,6,t,141.5269,n
0,5,t,142.96402,n
0,6,t,142.96402,n
0,0,t,144.40114,n
0,4,t,145.83826,n
0,1,t,147.27538,n
0,1,t,148.7125,n
0,2,t,148.7125,n
0,4,t,150.14961,n
0,6,t,151.58673,n
0,5,t,153.02385,n
0,1,t,154.46097,n
0,3,t,154.46097,n
0,5,t,155.89809,n
0,3,t,157.3352,n
0,4,t,158.77232,n
0,2,t,160.20944,n
0,2,t,160.20944,n
0,4,t,161.64656,n
0,1,t,163.08368,n
0,1,t,164.5208,n
0,3,t,165.95792,n
0,2,t,165.95792,n
0,4,t,167.39503,n
0,5,t,168.83215,n
0,5,t,170.26927,n
0,4,t,171.70639,n
0,0,t,171.70639,n
0,4,t,173.14351,n
0,4,t,174.58063,n
0,2,t,176.01775,n
0,2,t,177.45486,n
0,4,t,177.45486,n
0,1,t,178.89198,n
0,5,t,180.3291,n
0,0,t,181.76622,n
0,5,t,183.20334,n
0,0,t,183.20334,n
0,2,t,184.64046,n
0,4,t,186.07758,n
0,4,t,187.5147,n
0,3,t,188.95181,n
0,0,t,188.95181,n
0,6,t,190.38893,n
0,0,t,191.82605,n
0,5,t,193.26317,n
0,6,t,194.70029,n
0,5,t,194.70029,n
0,6,t,196.1374,n
0,1,t,197.57452,n
0,6,t,199.01164,n
0,0,t,200.44876,n
0,3,t,200.44876,n
0,3,t,201.88588,n
0,5,t,203.323,n
0,1,t,204.76012,n
0,1,t,206.19724,n
0,1,t,206.19724,n
0,4,t,207.63435,n
0,1,t,209.07147,n
0,1,t,210.50859,n
0,6,t,211.94571,n
0,3,t,211.94571,n
0,1,t,213.38283,n
0,1,t,214.81995,n
0,6,t,216.25706,n
0,4,t,217.69418,n
0,3,t,217.69418,n
0,4,t,219.1313,n
0,4,t,220.56842,n
0,4,t,222.00554,n
0,6,t,223.44266,n
0,3,t,223.44266,n
0,6,t,224.87978,n
0,5,t,226.3169,n
0,2,t,227.75401,n
0,6,t,229.19113,n
0,3,t,229.19113,n
0,5,t,230.62825,n
0,6,t,232.06537,n
0,1,t,233.50249,n
0,5,t,234.9396,n
0,0,t,234.9396,n
0,3,t,236.37672,n
0,6,t,237.81384,n
0,5,t,239.25096,n
0,2,t,240.68808,n
0,0,t,240.68808,n
0,2,t,242.1252,n
0,1,t,243.56232,n
0,0,t,244.99944,n
0,1,t,246.43655,n
0,3,t,246.43655,n
0,4,t,247.87367,n
0,5,t,249.31079,n
0,2,t,250.74791,n
0,2,t,252.18503,n
0,6,t,252.18503,n
0,3,t,253.62215,n
0,1,t,255.05927,n
0,0,t,256.4964,n
0,2,t,257.93353,n
0,1,t,257.93353,n
0,4,t,259.37067,n
0,0,t,260.8078,n
0,5,t,262.24493,n
0,3,t,263.68207,n
0,2,t,263.68207,n
0,4,t,265.1192,n
0,0,t,266.55634,n
0,3,t,267.99347,n
0,1,t,269.4306,n
0,5,t,269.4306,n
0,4,t,270.86774,n
0,5,t,272.30487,n
0,5,t,273.742,n
0,1,t,275.17914,n
0,6,t,275.17914,n
0,5,t,276.61627,n
0,6,t,278.0534,n
0,4,t,279.49054,n
0,2,t,280.92767,n
0,3,t,280.92767,n
0,6,t,282.3648,n
0,4,t,283.80194,n
0,2,t,285.23907,n
0,3,t,286.6762,n
0,0,t,286.6762,n
0,3,t,288.11334,n
0,2,t,289.55048,n
0,6,t,290.9876,n
0,2,t,292.42474,n
0,2,t,292.42474,n
0,4,t,293.86188,n
0,3,t,295.299,n
0,6,t,296.73615,n
0,0,t,298.17328,n
